MAC_add,Timestamp
6C:AD:8F:45:51:71,1709856524
D6:41:2D:15:15:C3,1709856524
C5:12:E0:5E:42:69,1709856524
50:7A:9A:8B:6B:DC,1709856524
72:03:92:DF:AB:7F,1709856524
7C:B0:73:21:C2:20,1709856524
34:F0:43:47:6A:5C,1709856524
00:14:41:22:CE:7A,1709856524
F8:5B:6E:5B:18:38,1709856524
A2:5D:B6:45:56:56,1709856524
84:5F:04:4D:9B:91,1709856524
8C:64:A2:75:03:D7,1709856524
41:42:11:A4:E5:AE,1709856524
58:A6:39:D7:EE:9B,1709856524
00:18:E5:04:56:19,1709856524
AC:19:8E:E6:AE:8C,1709856524
